game_id,version,is_sona_autocredit,sona_experiment_id,sona_credit_token,sona_survey_code,round_index,player_id,is_bot,bot_strategy,bot_round_memory,round_begin_ts,player_move,player_rt,player_outcome,player_outcome_viewtime,player_points,player_total
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,13,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 2, 'paper': 2, 'scissors': 1}, 'paper': {'rock': 1, 'paper': 0, 'scissors': 1}, 'scissors': {'rock': 3, 'paper': 0, 'scissors': 2}}",1609812066444,paper,0,loss,0,-1,12
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,14,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812069463,scissors,961,loss,1270,-1,7
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,14,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 2, 'paper': 2, 'scissors': 1}, 'paper': {'rock': 1, 'paper': 0, 'scissors': 2}, 'scissors': {'rock': 3, 'paper': 0, 'scissors': 2}}",1609812069463,rock,0,win,0,3,11
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,15,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812071771,paper,841,tie,1399,0,6
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,15,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 2, 'paper': 3, 'scissors': 1}, 'paper': {'rock': 1, 'paper': 0, 'scissors': 2}, 'scissors': {'rock': 3, 'paper': 0, 'scissors': 2}}",1609812071771,paper,0,tie,0,0,14
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,16,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812074078,paper,920,win,1150,3,6
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,16,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 2, 'paper': 3, 'scissors': 1}, 'paper': {'rock': 1, 'paper': 1, 'scissors': 2}, 'scissors': {'rock': 3, 'paper': 0, 'scissors': 2}}",1609812074078,rock,0,loss,0,-1,14
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,17,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812076220,paper,910,loss,1310,-1,9
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,17,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 2, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 1, 'paper': 1, 'scissors': 2}, 'scissors': {'rock': 3, 'paper': 0, 'scissors': 2}}",1609812076220,scissors,0,win,0,3,13
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,18,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812078511,rock,844,loss,2030,-1,8
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,18,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 2, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 1, 'paper': 1, 'scissors': 2}, 'scissors': {'rock': 4, 'paper': 0, 'scissors': 2}}",1609812078511,paper,0,win,0,3,16
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,19,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812081450,rock,987,tie,1713,0,7
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,19,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 2, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 2, 'paper': 1, 'scissors': 2}, 'scissors': {'rock': 4, 'paper': 0, 'scissors': 2}}",1609812081450,rock,0,tie,0,0,19
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,20,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812084232,rock,1078,win,1360,3,7
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,20,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 3, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 2, 'paper': 1, 'scissors': 2}, 'scissors': {'rock': 4, 'paper': 0, 'scissors': 2}}",1609812084232,scissors,0,loss,0,-1,19
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,21,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812086752,paper,1083,tie,1466,0,10
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,21,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 3, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 2, 'paper': 1, 'scissors': 2}, 'scissors': {'rock': 4, 'paper': 1, 'scissors': 2}}",1609812086752,paper,0,tie,0,0,18
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,22,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812089378,scissors,802,win,1903,3,10
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,22,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 3, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 2, 'paper': 1, 'scissors': 3}, 'scissors': {'rock': 4, 'paper': 1, 'scissors': 2}}",1609812089378,paper,0,loss,0,-1,18
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,23,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812092180,paper,841,win,1319,3,13
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,23,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 3, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 2, 'paper': 2, 'scissors': 3}, 'scissors': {'rock': 4, 'paper': 1, 'scissors': 2}}",1609812092180,rock,0,loss,0,-1,17
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,24,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812094412,rock,869,win,1751,3,16
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,24,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 4, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 2, 'paper': 2, 'scissors': 3}, 'scissors': {'rock': 4, 'paper': 1, 'scissors': 2}}",1609812094412,scissors,0,loss,0,-1,16
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,25,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812097104,paper,858,tie,1594,0,19
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,25,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 4, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 2, 'paper': 2, 'scissors': 3}, 'scissors': {'rock': 4, 'paper': 2, 'scissors': 2}}",1609812097104,paper,0,tie,0,0,15
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,26,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812099647,rock,1001,tie,5106,0,19
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,26,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 4, 'paper': 4, 'scissors': 1}, 'paper': {'rock': 3, 'paper': 2, 'scissors': 3}, 'scissors': {'rock': 4, 'paper': 2, 'scissors': 2}}",1609812099647,rock,0,tie,0,0,15
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,27,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812105878,paper,799,tie,931,0,19
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,27,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 4, 'paper': 5, 'scissors': 1}, 'paper': {'rock': 3, 'paper': 2, 'scissors': 3}, 'scissors': {'rock': 4, 'paper': 2, 'scissors': 2}}",1609812105878,paper,0,tie,0,0,15
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,28,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812107673,scissors,760,win,1052,3,19
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,28,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 4, 'paper': 5, 'scissors': 1}, 'paper': {'rock': 3, 'paper': 2, 'scissors': 4}, 'scissors': {'rock': 4, 'paper': 2, 'scissors': 2}}",1609812107673,paper,0,loss,0,-1,15
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,29,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812109563,scissors,1021,loss,1108,-1,22
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,29,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 4, 'paper': 5, 'scissors': 1}, 'paper': {'rock': 3, 'paper': 2, 'scissors': 5}, 'scissors': {'rock': 4, 'paper': 2, 'scissors': 2}}",1609812109563,rock,0,win,0,3,14
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,30,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812111774,rock,834,win,1229,3,21
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,30,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 5, 'scissors': 1}, 'paper': {'rock': 3, 'paper': 2, 'scissors': 5}, 'scissors': {'rock': 4, 'paper': 2, 'scissors': 2}}",1609812111774,scissors,0,loss,0,-1,17
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,31,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812113909,paper,866,tie,1199,0,24
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,31,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 5, 'scissors': 1}, 'paper': {'rock': 3, 'paper': 2, 'scissors': 5}, 'scissors': {'rock': 4, 'paper': 3, 'scissors': 2}}",1609812113909,paper,0,tie,0,0,16
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,32,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812116042,rock,791,tie,1195,0,24
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,32,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 5, 'scissors': 1}, 'paper': {'rock': 4, 'paper': 2, 'scissors': 5}, 'scissors': {'rock': 4, 'paper': 3, 'scissors': 2}}",1609812116042,rock,0,tie,0,0,16
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,33,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812118107,scissors,835,win,1074,3,24
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,33,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 5, 'scissors': 2}, 'paper': {'rock': 4, 'paper': 2, 'scissors': 5}, 'scissors': {'rock': 4, 'paper': 3, 'scissors': 2}}",1609812118107,paper,0,loss,0,-1,16
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,34,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812120093,scissors,734,loss,1114,-1,27
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,34,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 5, 'scissors': 2}, 'paper': {'rock': 4, 'paper': 2, 'scissors': 6}, 'scissors': {'rock': 4, 'paper': 3, 'scissors': 2}}",1609812120093,rock,0,win,0,3,15
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,35,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812122013,paper,777,loss,1224,-1,26
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,35,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 6, 'scissors': 2}, 'paper': {'rock': 4, 'paper': 2, 'scissors': 6}, 'scissors': {'rock': 4, 'paper': 3, 'scissors': 2}}",1609812122013,scissors,0,win,0,3,18
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,36,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812124090,rock,909,loss,3542,-1,25
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,36,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 6, 'scissors': 2}, 'paper': {'rock': 4, 'paper': 2, 'scissors': 6}, 'scissors': {'rock': 5, 'paper': 3, 'scissors': 2}}",1609812124090,paper,0,win,0,3,21
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,37,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812128624,rock,899,tie,1277,0,24
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,37,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 6, 'scissors': 2}, 'paper': {'rock': 5, 'paper': 2, 'scissors': 6}, 'scissors': {'rock': 5, 'paper': 3, 'scissors': 2}}",1609812128624,rock,0,tie,0,0,24
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,38,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812130876,paper,743,loss,999,-1,24
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,38,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 7, 'scissors': 2}, 'paper': {'rock': 5, 'paper': 2, 'scissors': 6}, 'scissors': {'rock': 5, 'paper': 3, 'scissors': 2}}",1609812130876,scissors,0,win,0,3,24
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,39,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812132696,rock,746,loss,1160,-1,23
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,39,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 7, 'scissors': 2}, 'paper': {'rock': 5, 'paper': 2, 'scissors': 6}, 'scissors': {'rock': 6, 'paper': 3, 'scissors': 2}}",1609812132696,paper,0,win,0,3,27
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,40,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812134688,rock,843,tie,1273,0,22
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,40,0f903f42-6a34-4957-b157-04c38db7274b,1,bot_prev_move,"{'rock': {'rock': 5, 'paper': 7, 'scissors': 2}, 'paper': {'rock': 6, 'paper': 2, 'scissors': 6}, 'scissors': {'rock': 6, 'paper': 3, 'scissors': 2}}",1609812134688,rock,0,tie,0,0,30
cd6f768e-e0e8-4149-8cb7-fc7ab316fa6d,3,1,1768,19421bc286424246b6b1e873e7a55a8e,35100,41,54c50e63-2c92-4d75-b541-d1d7579685fc,0,bot_prev_move,NA,1609812136875,rock,811,win,1186,3,22
