game_id,version,is_sona_autocredit,sona_experiment_id,sona_credit_token,sona_survey_code,round_index,player_id,is_bot,bot_strategy,bot_round_memory,round_begin_ts,player_move,player_rt,player_outcome,player_outcome_viewtime,player_points,player_total
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,6,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901675571,rock,1505,tie,1582,0,11
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,6,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 1, '-': 2}, 'loss': {'0': 0, '+': 0, '-': 1}, 'tie': {'0': 0, '+': 0, '-': 0}}",1609901675571,rock,0,tie,0,0,-1
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,7,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901678816,paper,1916,win,2459,3,11
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,7,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 1, '-': 2}, 'loss': {'0': 0, '+': 0, '-': 1}, 'tie': {'0': 0, '+': 1, '-': 0}}",1609901678816,rock,0,loss,0,-1,-1
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,8,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901683349,scissors,891,win,1462,3,14
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,8,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 2, '-': 2}, 'loss': {'0': 0, '+': 0, '-': 1}, 'tie': {'0': 0, '+': 1, '-': 0}}",1609901683349,paper,0,loss,0,-1,-2
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,9,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901685864,paper,655,loss,1697,-1,17
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,9,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 2, '-': 3}, 'loss': {'0': 0, '+': 0, '-': 1}, 'tie': {'0': 0, '+': 1, '-': 0}}",1609901685864,scissors,0,win,0,3,-3
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,10,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901688380,paper,545,tie,1733,0,16
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,10,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 2, '-': 3}, 'loss': {'0': 1, '+': 0, '-': 1}, 'tie': {'0': 0, '+': 1, '-': 0}}",1609901688380,paper,0,tie,0,0,0
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,11,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901690821,scissors,1309,loss,1581,-1,16
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,11,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 2, '-': 3}, 'loss': {'0': 1, '+': 0, '-': 1}, 'tie': {'0': 0, '+': 2, '-': 0}}",1609901690821,rock,0,win,0,3,0
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,12,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901693872,scissors,1594,loss,1054,-1,15
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,12,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 2, '-': 3}, 'loss': {'0': 2, '+': 0, '-': 1}, 'tie': {'0': 0, '+': 2, '-': 0}}",1609901693872,rock,0,win,0,3,3
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,13,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901696684,paper,599,win,1579,3,14
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,13,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 2, '-': 3}, 'loss': {'0': 2, '+': 0, '-': 2}, 'tie': {'0': 0, '+': 2, '-': 0}}",1609901696684,rock,0,loss,0,-1,6
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,14,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901699023,scissors,1462,win,1640,3,17
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,14,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 3, '-': 3}, 'loss': {'0': 2, '+': 0, '-': 2}, 'tie': {'0': 0, '+': 2, '-': 0}}",1609901699023,paper,0,loss,0,-1,5
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,15,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901702285,rock,973,loss,2079,-1,20
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,15,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 4, '-': 3}, 'loss': {'0': 2, '+': 0, '-': 2}, 'tie': {'0': 0, '+': 2, '-': 0}}",1609901702285,paper,0,win,0,3,4
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,16,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901706336,rock,3138,tie,1273,0,19
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,16,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 4, '-': 3}, 'loss': {'0': 3, '+': 0, '-': 2}, 'tie': {'0': 0, '+': 2, '-': 0}}",1609901706336,rock,0,tie,0,0,7
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,17,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901710911,paper,532,loss,986,-1,19
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,17,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 4, '-': 3}, 'loss': {'0': 3, '+': 0, '-': 2}, 'tie': {'0': 0, '+': 3, '-': 0}}",1609901710911,scissors,0,win,0,3,7
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,18,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901712619,paper,439,loss,1169,-1,18
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,18,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 4, '-': 3}, 'loss': {'0': 4, '+': 0, '-': 2}, 'tie': {'0': 0, '+': 3, '-': 0}}",1609901712619,scissors,0,win,0,3,10
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,19,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901714391,paper,508,loss,930,-1,17
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,19,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 4, '-': 3}, 'loss': {'0': 5, '+': 0, '-': 2}, 'tie': {'0': 0, '+': 3, '-': 0}}",1609901714391,scissors,0,win,0,3,13
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,20,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901716008,rock,1045,win,984,3,16
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,20,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 1, '+': 4, '-': 3}, 'loss': {'0': 5, '+': 0, '-': 3}, 'tie': {'0': 0, '+': 3, '-': 0}}",1609901716008,scissors,0,loss,0,-1,16
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,21,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901718200,rock,730,win,940,3,19
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,21,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 2, '+': 4, '-': 3}, 'loss': {'0': 5, '+': 0, '-': 3}, 'tie': {'0': 0, '+': 3, '-': 0}}",1609901718200,scissors,0,loss,0,-1,15
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,22,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901720028,paper,513,loss,967,-1,22
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,22,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 2, '+': 5, '-': 3}, 'loss': {'0': 5, '+': 0, '-': 3}, 'tie': {'0': 0, '+': 3, '-': 0}}",1609901720028,scissors,0,win,0,3,14
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,23,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901721673,scissors,475,tie,832,0,21
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,23,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 2, '+': 5, '-': 3}, 'loss': {'0': 5, '+': 1, '-': 3}, 'tie': {'0': 0, '+': 3, '-': 0}}",1609901721673,scissors,0,tie,0,0,17
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,24,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901723157,paper,590,tie,931,0,21
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,24,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 2, '+': 5, '-': 3}, 'loss': {'0': 5, '+': 1, '-': 3}, 'tie': {'0': 0, '+': 3, '-': 1}}",1609901723157,paper,0,tie,0,0,17
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,25,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901724840,paper,450,win,1007,3,21
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,25,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 2, '+': 5, '-': 3}, 'loss': {'0': 5, '+': 1, '-': 3}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901724840,rock,0,loss,0,-1,17
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,26,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901726460,scissors,729,loss,876,-1,24
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,26,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 2, '+': 6, '-': 3}, 'loss': {'0': 5, '+': 1, '-': 3}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901726460,rock,0,win,0,3,16
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,27,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901728220,scissors,486,loss,850,-1,23
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,27,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 2, '+': 6, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 3}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901728220,rock,0,win,0,3,19
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,28,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901729715,paper,606,win,902,3,22
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,28,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 2, '+': 6, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 4}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901729715,rock,0,loss,0,-1,22
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,29,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901731409,paper,495,win,967,3,25
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,29,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 3, '+': 6, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 4}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901731409,rock,0,loss,0,-1,21
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,30,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901733031,paper,853,win,818,3,28
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,30,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 4, '+': 6, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 4}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901733031,rock,0,loss,0,-1,20
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,31,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901734855,scissors,661,loss,825,-1,31
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,31,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 4, '+': 7, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 4}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901734855,rock,0,win,0,3,19
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,32,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901736499,paper,572,win,859,3,30
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,32,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 4, '+': 7, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 5}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901736499,rock,0,loss,0,-1,22
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,33,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901738091,paper,760,win,1218,3,33
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,33,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 5, '+': 7, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 5}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901738091,rock,0,loss,0,-1,21
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,34,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901740227,paper,611,win,994,3,36
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,34,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 6, '+': 7, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 5}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901740227,rock,0,loss,0,-1,20
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,35,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901741999,paper,591,win,918,3,39
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,35,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 7, '+': 7, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 5}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901741999,rock,0,loss,0,-1,19
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,36,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901743680,paper,656,loss,998,-1,42
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,36,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 8, '+': 7, '-': 3}, 'loss': {'0': 6, '+': 1, '-': 5}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901743680,scissors,0,win,0,3,18
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,37,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901745500,paper,534,loss,880,-1,41
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,37,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 8, '+': 7, '-': 3}, 'loss': {'0': 7, '+': 1, '-': 5}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901745500,scissors,0,win,0,3,21
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,38,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901747079,rock,981,win,961,3,40
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,38,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 8, '+': 7, '-': 3}, 'loss': {'0': 7, '+': 1, '-': 6}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901747079,scissors,0,loss,0,-1,24
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,39,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901749187,rock,778,loss,1170,-1,43
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,39,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 9, '+': 7, '-': 3}, 'loss': {'0': 7, '+': 1, '-': 6}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901749187,paper,0,win,0,3,23
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,40,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901751300,scissors,615,win,1114,3,42
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,40,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 9, '+': 7, '-': 3}, 'loss': {'0': 7, '+': 1, '-': 7}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901751300,paper,0,loss,0,-1,26
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,41,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,0,opponent_outcome_transitions,NA,1609901753195,scissors,450,loss,804,-1,45
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,3,1,1996,2a73382e8c16449f86f5b46dc02007e9,34181,41,ee7d458c-03e5-4156-8ffd-b5d0c98d7b50,1,opponent_outcome_transitions,"{'win': {'0': 10, '+': 7, '-': 3}, 'loss': {'0': 7, '+': 1, '-': 7}, 'tie': {'0': 1, '+': 3, '-': 1}}",1609901753195,rock,0,win,0,3,25
