game_id,player_id,statement,index,resp
d63a8322-8e64-4392-96d8-f8908e18a394,42c13814-5c14-453c-a30d-42f1869f08a9,My opponent was a real person and not a robot.,0,1
d63a8322-8e64-4392-96d8-f8908e18a394,42c13814-5c14-453c-a30d-42f1869f08a9,I was trying to win each round against my opponent.,1,4
d63a8322-8e64-4392-96d8-f8908e18a394,42c13814-5c14-453c-a30d-42f1869f08a9,I was focused on winning for the entire time I was playing.,2,1
d63a8322-8e64-4392-96d8-f8908e18a394,42c13814-5c14-453c-a30d-42f1869f08a9,I paid attention to my opponent’s moves in order to try and predict their next move.,3,1
d63a8322-8e64-4392-96d8-f8908e18a394,42c13814-5c14-453c-a30d-42f1869f08a9,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,5
4010cab5-9d84-4dcf-b762-0385f7afbb91,8095d4f0-5875-4bf2-a370-a6b1850033c1,My opponent was a real person and not a robot.,0,2
4010cab5-9d84-4dcf-b762-0385f7afbb91,8095d4f0-5875-4bf2-a370-a6b1850033c1,I was trying to win each round against my opponent.,1,6
4010cab5-9d84-4dcf-b762-0385f7afbb91,8095d4f0-5875-4bf2-a370-a6b1850033c1,I was focused on winning for the entire time I was playing.,2,6
4010cab5-9d84-4dcf-b762-0385f7afbb91,8095d4f0-5875-4bf2-a370-a6b1850033c1,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
4010cab5-9d84-4dcf-b762-0385f7afbb91,8095d4f0-5875-4bf2-a370-a6b1850033c1,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,5
2c49fa91-4f36-44f7-8a17-11fd8fb640c1,48b02244-88c1-4adb-9f68-a9e7c7f489e6,My opponent was a real person and not a robot.,0,2
2c49fa91-4f36-44f7-8a17-11fd8fb640c1,48b02244-88c1-4adb-9f68-a9e7c7f489e6,I was trying to win each round against my opponent.,1,4
2c49fa91-4f36-44f7-8a17-11fd8fb640c1,48b02244-88c1-4adb-9f68-a9e7c7f489e6,I was focused on winning for the entire time I was playing.,2,5
2c49fa91-4f36-44f7-8a17-11fd8fb640c1,48b02244-88c1-4adb-9f68-a9e7c7f489e6,I paid attention to my opponent’s moves in order to try and predict their next move.,3,6
2c49fa91-4f36-44f7-8a17-11fd8fb640c1,48b02244-88c1-4adb-9f68-a9e7c7f489e6,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
7af733f0-7253-4dc5-9cea-1e89f7dbc3a6,bc1edc0f-c547-4e88-9008-798fe1efb9cc,My opponent was a real person and not a robot.,0,2
7af733f0-7253-4dc5-9cea-1e89f7dbc3a6,bc1edc0f-c547-4e88-9008-798fe1efb9cc,I was trying to win each round against my opponent.,1,5
7af733f0-7253-4dc5-9cea-1e89f7dbc3a6,bc1edc0f-c547-4e88-9008-798fe1efb9cc,I was focused on winning for the entire time I was playing.,2,5
7af733f0-7253-4dc5-9cea-1e89f7dbc3a6,bc1edc0f-c547-4e88-9008-798fe1efb9cc,I paid attention to my opponent’s moves in order to try and predict their next move.,3,5
7af733f0-7253-4dc5-9cea-1e89f7dbc3a6,bc1edc0f-c547-4e88-9008-798fe1efb9cc,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,4
0251556d-7c5a-406d-a6f9-cd40e0874efb,2670917a-174d-42e7-91e8-68ce09f7065f,My opponent was a real person and not a robot.,0,1
0251556d-7c5a-406d-a6f9-cd40e0874efb,2670917a-174d-42e7-91e8-68ce09f7065f,I was trying to win each round against my opponent.,1,5
0251556d-7c5a-406d-a6f9-cd40e0874efb,2670917a-174d-42e7-91e8-68ce09f7065f,I was focused on winning for the entire time I was playing.,2,3
0251556d-7c5a-406d-a6f9-cd40e0874efb,2670917a-174d-42e7-91e8-68ce09f7065f,I paid attention to my opponent’s moves in order to try and predict their next move.,3,6
0251556d-7c5a-406d-a6f9-cd40e0874efb,2670917a-174d-42e7-91e8-68ce09f7065f,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
a6440e3c-0903-4140-a058-af52d8587d00,cd9f99bd-d8ef-49e2-83c8-876de813f120,My opponent was a real person and not a robot.,0,2
a6440e3c-0903-4140-a058-af52d8587d00,cd9f99bd-d8ef-49e2-83c8-876de813f120,I was trying to win each round against my opponent.,1,7
a6440e3c-0903-4140-a058-af52d8587d00,cd9f99bd-d8ef-49e2-83c8-876de813f120,I was focused on winning for the entire time I was playing.,2,7
a6440e3c-0903-4140-a058-af52d8587d00,cd9f99bd-d8ef-49e2-83c8-876de813f120,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
a6440e3c-0903-4140-a058-af52d8587d00,cd9f99bd-d8ef-49e2-83c8-876de813f120,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
e8a69094-0bc2-4aef-b287-cd72f0a7632d,2ab44e4a-7e7b-4eb0-92c4-4a690794e681,My opponent was a real person and not a robot.,0,3
e8a69094-0bc2-4aef-b287-cd72f0a7632d,2ab44e4a-7e7b-4eb0-92c4-4a690794e681,I was trying to win each round against my opponent.,1,6
e8a69094-0bc2-4aef-b287-cd72f0a7632d,2ab44e4a-7e7b-4eb0-92c4-4a690794e681,I was focused on winning for the entire time I was playing.,2,6
e8a69094-0bc2-4aef-b287-cd72f0a7632d,2ab44e4a-7e7b-4eb0-92c4-4a690794e681,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
e8a69094-0bc2-4aef-b287-cd72f0a7632d,2ab44e4a-7e7b-4eb0-92c4-4a690794e681,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
6fd593a8-b9c0-4803-98cf-e84baeccc566,d6c2916a-3ad3-43f3-b9c4-57eecc03158e,My opponent was a real person and not a robot.,0,2
6fd593a8-b9c0-4803-98cf-e84baeccc566,d6c2916a-3ad3-43f3-b9c4-57eecc03158e,I was trying to win each round against my opponent.,1,4
6fd593a8-b9c0-4803-98cf-e84baeccc566,d6c2916a-3ad3-43f3-b9c4-57eecc03158e,I was focused on winning for the entire time I was playing.,2,3
6fd593a8-b9c0-4803-98cf-e84baeccc566,d6c2916a-3ad3-43f3-b9c4-57eecc03158e,I paid attention to my opponent’s moves in order to try and predict their next move.,3,5
6fd593a8-b9c0-4803-98cf-e84baeccc566,d6c2916a-3ad3-43f3-b9c4-57eecc03158e,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,3
8c5dbc44-8c5f-4c72-be08-7550752b3262,71bc354f-5fa6-4893-9832-5305012cb3b6,My opponent was a real person and not a robot.,0,2
8c5dbc44-8c5f-4c72-be08-7550752b3262,71bc354f-5fa6-4893-9832-5305012cb3b6,I was trying to win each round against my opponent.,1,6
8c5dbc44-8c5f-4c72-be08-7550752b3262,71bc354f-5fa6-4893-9832-5305012cb3b6,I was focused on winning for the entire time I was playing.,2,3
8c5dbc44-8c5f-4c72-be08-7550752b3262,71bc354f-5fa6-4893-9832-5305012cb3b6,I paid attention to my opponent’s moves in order to try and predict their next move.,3,1
8c5dbc44-8c5f-4c72-be08-7550752b3262,71bc354f-5fa6-4893-9832-5305012cb3b6,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,1
fcc1cce0-e209-4a78-9581-8bfb7bb53751,1321a253-08bd-49c4-993a-4dc8c27458a7,My opponent was a real person and not a robot.,0,2
fcc1cce0-e209-4a78-9581-8bfb7bb53751,1321a253-08bd-49c4-993a-4dc8c27458a7,I was trying to win each round against my opponent.,1,5
fcc1cce0-e209-4a78-9581-8bfb7bb53751,1321a253-08bd-49c4-993a-4dc8c27458a7,I was focused on winning for the entire time I was playing.,2,6
fcc1cce0-e209-4a78-9581-8bfb7bb53751,1321a253-08bd-49c4-993a-4dc8c27458a7,I paid attention to my opponent’s moves in order to try and predict their next move.,3,6
fcc1cce0-e209-4a78-9581-8bfb7bb53751,1321a253-08bd-49c4-993a-4dc8c27458a7,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
163cbb7e-d834-470c-8c8a-8fbf53aeb3c3,e2a16968-3662-4621-a44b-f60da379c46c,My opponent was a real person and not a robot.,0,1
163cbb7e-d834-470c-8c8a-8fbf53aeb3c3,e2a16968-3662-4621-a44b-f60da379c46c,I was trying to win each round against my opponent.,1,2
163cbb7e-d834-470c-8c8a-8fbf53aeb3c3,e2a16968-3662-4621-a44b-f60da379c46c,I was focused on winning for the entire time I was playing.,2,2
163cbb7e-d834-470c-8c8a-8fbf53aeb3c3,e2a16968-3662-4621-a44b-f60da379c46c,I paid attention to my opponent’s moves in order to try and predict their next move.,3,2
163cbb7e-d834-470c-8c8a-8fbf53aeb3c3,e2a16968-3662-4621-a44b-f60da379c46c,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,5
3fb312a1-8d40-4918-8908-e88326f1ce6e,3dba0214-f289-4beb-91d1-ce4ec9af49dd,My opponent was a real person and not a robot.,0,3
3fb312a1-8d40-4918-8908-e88326f1ce6e,3dba0214-f289-4beb-91d1-ce4ec9af49dd,I was trying to win each round against my opponent.,1,3
3fb312a1-8d40-4918-8908-e88326f1ce6e,3dba0214-f289-4beb-91d1-ce4ec9af49dd,I was focused on winning for the entire time I was playing.,2,6
3fb312a1-8d40-4918-8908-e88326f1ce6e,3dba0214-f289-4beb-91d1-ce4ec9af49dd,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
3fb312a1-8d40-4918-8908-e88326f1ce6e,3dba0214-f289-4beb-91d1-ce4ec9af49dd,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
55093b4d-227c-46f9-9deb-52cf70d8080d,f02d849b-731c-424f-8433-b50cd1faca57,My opponent was a real person and not a robot.,0,1
55093b4d-227c-46f9-9deb-52cf70d8080d,f02d849b-731c-424f-8433-b50cd1faca57,I was trying to win each round against my opponent.,1,6
55093b4d-227c-46f9-9deb-52cf70d8080d,f02d849b-731c-424f-8433-b50cd1faca57,I was focused on winning for the entire time I was playing.,2,6
55093b4d-227c-46f9-9deb-52cf70d8080d,f02d849b-731c-424f-8433-b50cd1faca57,I paid attention to my opponent’s moves in order to try and predict their next move.,3,5
55093b4d-227c-46f9-9deb-52cf70d8080d,f02d849b-731c-424f-8433-b50cd1faca57,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
491f667a-7639-4747-8751-1492b4a62102,c926f227-74d7-458f-aebc-d785c3d0d98b,My opponent was a real person and not a robot.,0,3
491f667a-7639-4747-8751-1492b4a62102,c926f227-74d7-458f-aebc-d785c3d0d98b,I was trying to win each round against my opponent.,1,5
491f667a-7639-4747-8751-1492b4a62102,c926f227-74d7-458f-aebc-d785c3d0d98b,I was focused on winning for the entire time I was playing.,2,4
491f667a-7639-4747-8751-1492b4a62102,c926f227-74d7-458f-aebc-d785c3d0d98b,I paid attention to my opponent’s moves in order to try and predict their next move.,3,3
491f667a-7639-4747-8751-1492b4a62102,c926f227-74d7-458f-aebc-d785c3d0d98b,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
ca23c7f9-a145-43c0-8fd3-c523881581ef,c179743e-58db-4ac3-8088-179dae2755ba,My opponent was a real person and not a robot.,0,1
ca23c7f9-a145-43c0-8fd3-c523881581ef,c179743e-58db-4ac3-8088-179dae2755ba,I was trying to win each round against my opponent.,1,2
ca23c7f9-a145-43c0-8fd3-c523881581ef,c179743e-58db-4ac3-8088-179dae2755ba,I was focused on winning for the entire time I was playing.,2,5
ca23c7f9-a145-43c0-8fd3-c523881581ef,c179743e-58db-4ac3-8088-179dae2755ba,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
ca23c7f9-a145-43c0-8fd3-c523881581ef,c179743e-58db-4ac3-8088-179dae2755ba,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,1
84bc57b6-7eae-43f6-9e06-f4985386d67c,0bde9044-2b78-4eda-a47d-765d2c01e9d3,My opponent was a real person and not a robot.,0,3
84bc57b6-7eae-43f6-9e06-f4985386d67c,0bde9044-2b78-4eda-a47d-765d2c01e9d3,I was trying to win each round against my opponent.,1,6
84bc57b6-7eae-43f6-9e06-f4985386d67c,0bde9044-2b78-4eda-a47d-765d2c01e9d3,I was focused on winning for the entire time I was playing.,2,6
84bc57b6-7eae-43f6-9e06-f4985386d67c,0bde9044-2b78-4eda-a47d-765d2c01e9d3,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
84bc57b6-7eae-43f6-9e06-f4985386d67c,0bde9044-2b78-4eda-a47d-765d2c01e9d3,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
1fa18ed8-1772-442c-832b-efbbe5c0609b,7da4f629-6bcf-441b-a65d-7200f857362e,My opponent was a real person and not a robot.,0,1
1fa18ed8-1772-442c-832b-efbbe5c0609b,7da4f629-6bcf-441b-a65d-7200f857362e,I was trying to win each round against my opponent.,1,4
1fa18ed8-1772-442c-832b-efbbe5c0609b,7da4f629-6bcf-441b-a65d-7200f857362e,I was focused on winning for the entire time I was playing.,2,4
1fa18ed8-1772-442c-832b-efbbe5c0609b,7da4f629-6bcf-441b-a65d-7200f857362e,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
1fa18ed8-1772-442c-832b-efbbe5c0609b,7da4f629-6bcf-441b-a65d-7200f857362e,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,5
96410415-ae6c-46aa-ab35-98178ba72dcb,06ce44ff-86a7-43d2-82df-9c6ed6eca71c,My opponent was a real person and not a robot.,0,3
96410415-ae6c-46aa-ab35-98178ba72dcb,06ce44ff-86a7-43d2-82df-9c6ed6eca71c,I was trying to win each round against my opponent.,1,6
96410415-ae6c-46aa-ab35-98178ba72dcb,06ce44ff-86a7-43d2-82df-9c6ed6eca71c,I was focused on winning for the entire time I was playing.,2,6
96410415-ae6c-46aa-ab35-98178ba72dcb,06ce44ff-86a7-43d2-82df-9c6ed6eca71c,I paid attention to my opponent’s moves in order to try and predict their next move.,3,6
96410415-ae6c-46aa-ab35-98178ba72dcb,06ce44ff-86a7-43d2-82df-9c6ed6eca71c,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
43983efe-dbf5-4e31-8efe-b27f3df831e4,9e6efd85-fe27-4e57-a9d6-d0010a3937b5,My opponent was a real person and not a robot.,0,1
43983efe-dbf5-4e31-8efe-b27f3df831e4,9e6efd85-fe27-4e57-a9d6-d0010a3937b5,I was trying to win each round against my opponent.,1,7
43983efe-dbf5-4e31-8efe-b27f3df831e4,9e6efd85-fe27-4e57-a9d6-d0010a3937b5,I was focused on winning for the entire time I was playing.,2,7
43983efe-dbf5-4e31-8efe-b27f3df831e4,9e6efd85-fe27-4e57-a9d6-d0010a3937b5,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
43983efe-dbf5-4e31-8efe-b27f3df831e4,9e6efd85-fe27-4e57-a9d6-d0010a3937b5,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
9c221914-6c87-42c9-949c-4cb1e3497e0e,7cfdbdb3-7b6d-4210-8cf1-5a49ffd9e2d9,My opponent was a real person and not a robot.,0,6
9c221914-6c87-42c9-949c-4cb1e3497e0e,7cfdbdb3-7b6d-4210-8cf1-5a49ffd9e2d9,I was trying to win each round against my opponent.,1,7
9c221914-6c87-42c9-949c-4cb1e3497e0e,7cfdbdb3-7b6d-4210-8cf1-5a49ffd9e2d9,I was focused on winning for the entire time I was playing.,2,7
9c221914-6c87-42c9-949c-4cb1e3497e0e,7cfdbdb3-7b6d-4210-8cf1-5a49ffd9e2d9,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
9c221914-6c87-42c9-949c-4cb1e3497e0e,7cfdbdb3-7b6d-4210-8cf1-5a49ffd9e2d9,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
22dab000-1a77-4362-bc77-d7ea438c3f12,ce1dce6e-34a4-44e4-a8ff-8c8a69cf506e,My opponent was a real person and not a robot.,0,2
22dab000-1a77-4362-bc77-d7ea438c3f12,ce1dce6e-34a4-44e4-a8ff-8c8a69cf506e,I was trying to win each round against my opponent.,1,2
22dab000-1a77-4362-bc77-d7ea438c3f12,ce1dce6e-34a4-44e4-a8ff-8c8a69cf506e,I was focused on winning for the entire time I was playing.,2,5
22dab000-1a77-4362-bc77-d7ea438c3f12,ce1dce6e-34a4-44e4-a8ff-8c8a69cf506e,I paid attention to my opponent’s moves in order to try and predict their next move.,3,6
22dab000-1a77-4362-bc77-d7ea438c3f12,ce1dce6e-34a4-44e4-a8ff-8c8a69cf506e,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
b1e019cf-1807-4970-904b-e89ac1fde10a,27ae40b6-ce5e-4621-99bc-d3207bc8cfda,My opponent was a real person and not a robot.,0,2
b1e019cf-1807-4970-904b-e89ac1fde10a,27ae40b6-ce5e-4621-99bc-d3207bc8cfda,I was trying to win each round against my opponent.,1,6
b1e019cf-1807-4970-904b-e89ac1fde10a,27ae40b6-ce5e-4621-99bc-d3207bc8cfda,I was focused on winning for the entire time I was playing.,2,5
b1e019cf-1807-4970-904b-e89ac1fde10a,27ae40b6-ce5e-4621-99bc-d3207bc8cfda,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
b1e019cf-1807-4970-904b-e89ac1fde10a,27ae40b6-ce5e-4621-99bc-d3207bc8cfda,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
9fc4ca8e-ce73-427c-908d-33d2058a0e62,c3832eaf-afd0-43d8-8507-fd52ed5b8a20,My opponent was a real person and not a robot.,0,2
9fc4ca8e-ce73-427c-908d-33d2058a0e62,c3832eaf-afd0-43d8-8507-fd52ed5b8a20,I was trying to win each round against my opponent.,1,5
9fc4ca8e-ce73-427c-908d-33d2058a0e62,c3832eaf-afd0-43d8-8507-fd52ed5b8a20,I was focused on winning for the entire time I was playing.,2,6
9fc4ca8e-ce73-427c-908d-33d2058a0e62,c3832eaf-afd0-43d8-8507-fd52ed5b8a20,I paid attention to my opponent’s moves in order to try and predict their next move.,3,6
9fc4ca8e-ce73-427c-908d-33d2058a0e62,c3832eaf-afd0-43d8-8507-fd52ed5b8a20,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
8756ea61-8b94-45b9-a283-576fe29d7b0d,4f04c92b-e590-4c24-b3d5-d44e7b5ef76c,My opponent was a real person and not a robot.,0,2
8756ea61-8b94-45b9-a283-576fe29d7b0d,4f04c92b-e590-4c24-b3d5-d44e7b5ef76c,I was trying to win each round against my opponent.,1,6
8756ea61-8b94-45b9-a283-576fe29d7b0d,4f04c92b-e590-4c24-b3d5-d44e7b5ef76c,I was focused on winning for the entire time I was playing.,2,6
8756ea61-8b94-45b9-a283-576fe29d7b0d,4f04c92b-e590-4c24-b3d5-d44e7b5ef76c,I paid attention to my opponent’s moves in order to try and predict their next move.,3,3
8756ea61-8b94-45b9-a283-576fe29d7b0d,4f04c92b-e590-4c24-b3d5-d44e7b5ef76c,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,1
222b6277-4b3a-468d-92a9-f0ec46d57cde,2852cf44-7172-40f8-bd8f-c46f3b7c6095,My opponent was a real person and not a robot.,0,3
222b6277-4b3a-468d-92a9-f0ec46d57cde,2852cf44-7172-40f8-bd8f-c46f3b7c6095,I was trying to win each round against my opponent.,1,7
222b6277-4b3a-468d-92a9-f0ec46d57cde,2852cf44-7172-40f8-bd8f-c46f3b7c6095,I was focused on winning for the entire time I was playing.,2,7
222b6277-4b3a-468d-92a9-f0ec46d57cde,2852cf44-7172-40f8-bd8f-c46f3b7c6095,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
222b6277-4b3a-468d-92a9-f0ec46d57cde,2852cf44-7172-40f8-bd8f-c46f3b7c6095,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
d548842b-74f9-4d25-b6f8-5a80ba4de9b9,b0d91fb0-db56-4c73-b97f-e7c82947316e,My opponent was a real person and not a robot.,0,2
d548842b-74f9-4d25-b6f8-5a80ba4de9b9,b0d91fb0-db56-4c73-b97f-e7c82947316e,I was trying to win each round against my opponent.,1,7
d548842b-74f9-4d25-b6f8-5a80ba4de9b9,b0d91fb0-db56-4c73-b97f-e7c82947316e,I was focused on winning for the entire time I was playing.,2,6
d548842b-74f9-4d25-b6f8-5a80ba4de9b9,b0d91fb0-db56-4c73-b97f-e7c82947316e,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
d548842b-74f9-4d25-b6f8-5a80ba4de9b9,b0d91fb0-db56-4c73-b97f-e7c82947316e,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
eb981027-ebd5-4a65-96e6-92d495f3a8db,21a2ab99-e02e-4089-b68f-e5e348669204,My opponent was a real person and not a robot.,0,3
eb981027-ebd5-4a65-96e6-92d495f3a8db,21a2ab99-e02e-4089-b68f-e5e348669204,I was trying to win each round against my opponent.,1,3
eb981027-ebd5-4a65-96e6-92d495f3a8db,21a2ab99-e02e-4089-b68f-e5e348669204,I was focused on winning for the entire time I was playing.,2,5
eb981027-ebd5-4a65-96e6-92d495f3a8db,21a2ab99-e02e-4089-b68f-e5e348669204,I paid attention to my opponent’s moves in order to try and predict their next move.,3,4
eb981027-ebd5-4a65-96e6-92d495f3a8db,21a2ab99-e02e-4089-b68f-e5e348669204,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,3
17a656f6-4323-4a4c-b3f6-96bfaa31c205,3ee59def-de31-4dde-b432-8eb2139270af,My opponent was a real person and not a robot.,0,3
17a656f6-4323-4a4c-b3f6-96bfaa31c205,3ee59def-de31-4dde-b432-8eb2139270af,I was trying to win each round against my opponent.,1,5
17a656f6-4323-4a4c-b3f6-96bfaa31c205,3ee59def-de31-4dde-b432-8eb2139270af,I was focused on winning for the entire time I was playing.,2,6
17a656f6-4323-4a4c-b3f6-96bfaa31c205,3ee59def-de31-4dde-b432-8eb2139270af,I paid attention to my opponent’s moves in order to try and predict their next move.,3,3
17a656f6-4323-4a4c-b3f6-96bfaa31c205,3ee59def-de31-4dde-b432-8eb2139270af,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,5
b608bd9d-6881-40fa-87c4-b347a24a32eb,f3ae6d34-77f7-468c-9ab3-7ec94bf24a60,My opponent was a real person and not a robot.,0,5
b608bd9d-6881-40fa-87c4-b347a24a32eb,f3ae6d34-77f7-468c-9ab3-7ec94bf24a60,I was trying to win each round against my opponent.,1,5
b608bd9d-6881-40fa-87c4-b347a24a32eb,f3ae6d34-77f7-468c-9ab3-7ec94bf24a60,I was focused on winning for the entire time I was playing.,2,6
b608bd9d-6881-40fa-87c4-b347a24a32eb,f3ae6d34-77f7-468c-9ab3-7ec94bf24a60,I paid attention to my opponent’s moves in order to try and predict their next move.,3,5
b608bd9d-6881-40fa-87c4-b347a24a32eb,f3ae6d34-77f7-468c-9ab3-7ec94bf24a60,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
cbcc6ecc-aa8d-49e0-9302-64c9df07686d,baf76106-dfe0-40ad-84c0-5201a92f1c89,My opponent was a real person and not a robot.,0,1
cbcc6ecc-aa8d-49e0-9302-64c9df07686d,baf76106-dfe0-40ad-84c0-5201a92f1c89,I was trying to win each round against my opponent.,1,7
cbcc6ecc-aa8d-49e0-9302-64c9df07686d,baf76106-dfe0-40ad-84c0-5201a92f1c89,I was focused on winning for the entire time I was playing.,2,7
cbcc6ecc-aa8d-49e0-9302-64c9df07686d,baf76106-dfe0-40ad-84c0-5201a92f1c89,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
cbcc6ecc-aa8d-49e0-9302-64c9df07686d,baf76106-dfe0-40ad-84c0-5201a92f1c89,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
abddd5ae-342e-4014-83fc-65d48b90a6f0,65930948-0ce2-473a-ae2b-7ac3bcf8f774,My opponent was a real person and not a robot.,0,1
abddd5ae-342e-4014-83fc-65d48b90a6f0,65930948-0ce2-473a-ae2b-7ac3bcf8f774,I was trying to win each round against my opponent.,1,3
abddd5ae-342e-4014-83fc-65d48b90a6f0,65930948-0ce2-473a-ae2b-7ac3bcf8f774,I was focused on winning for the entire time I was playing.,2,3
abddd5ae-342e-4014-83fc-65d48b90a6f0,65930948-0ce2-473a-ae2b-7ac3bcf8f774,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
abddd5ae-342e-4014-83fc-65d48b90a6f0,65930948-0ce2-473a-ae2b-7ac3bcf8f774,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,5
