game_id,player_id,free_resp_prompt,free_resp_answer
c9b597bc-ff5e-4e76-9cf7-7048bac572a6,1bb7444c-b1e0-443b-a3fa-486de12b3d54,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to find patterns of my opponent but it takes several turns for me to figure it out.
ec560df7-e859-4973-a3d5-19a4bcb3f2a6,89cf36dc-6153-43da-a7ae-277e68769989,"In the text box below, please describe any strategies you used to try and beat your opponent.","I didn't have a strategy in the beginning, but halfway though I think I saw a pattern. When I lost that pattern I would play randomly until I saw a pattern again."
4fe53d16-ab86-434b-acc0-e5286483ccb8,c1358312-14bd-4aeb-b72e-ecf03d3052e3,"In the text box below, please describe any strategies you used to try and beat your opponent.",There were several patterns that were used by the opponent and could be identified easily within two or three rounds by observation. 
d0aa1e57-ff24-4fd3-a25a-5e3510462122,edc59dee-5605-4955-81b8-2058e66f7a0f,"In the text box below, please describe any strategies you used to try and beat your opponent.",random choosing
286120bc-d45a-4d22-9b19-5f5147e9825b,b2b52207-d758-4c81-bb18-5a2679e31418,"In the text box below, please describe any strategies you used to try and beat your opponent.","I went in a cycle of picking rock, paper, scissors then switched up the cycle in reverse 
"
dadb7be5-86c6-4ad9-84c0-b74ba269202c,eeac5a8a-b5a0-4b00-a295-969695bb881f,"In the text box below, please describe any strategies you used to try and beat your opponent.","At first, I tried to go randomly to see if there were any repeating patterns, then I would try to predict what move the computer would make and do the opposite."
bbecbef5-1cb6-4883-8381-90ed707aab2a,9972da39-93eb-499e-bd36-61866bc4aea4,"In the text box below, please describe any strategies you used to try and beat your opponent.",Found tiny patterns in the choosing of the 3 choices 
83478383-8219-4e94-a1b5-4ebae06171a7,31ba65c9-d2aa-40a9-8f60-dbec2f5e9f60,"In the text box below, please describe any strategies you used to try and beat your opponent.",I noticed a few patterns in my opponent where there were times when they would use the same symbol or go in a certain order
f7e9c629-ec17-4840-936c-fb89bdec11fc,bf094251-9101-4011-98a3-d774f7bd46d9,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried my best to guess what their next move would be based on their patterns of picking between the options. I could predict when they would pick a certain option based on their patterns before.
f515c7ea-6d62-44a1-8ebc-5fbf9ab0f7ad,baed76d6-b21c-4445-a636-eb73d7599827,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to figure out the pattern of the opponent. 
de6123c4-e8fd-4699-95d1-f41d35e49ca3,366d8ee3-f3be-4320-86fc-e673a656e4be,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to imitate what my opponent used in the last round but that didn't work. Or I tried to click something that I had used to win again but that didn't work. I then just tried to select the choices in sequence but that did not work after 2 or 3 times. Then I just tried randomly to see if that was the case. But I did not figure out the pattern.
6f85c010-ca18-4894-85c2-326f23088c64,ba19f2d5-d3e7-4496-82f1-abdd3f31f919,"In the text box below, please describe any strategies you used to try and beat your opponent.",None
9dbaf3b0-f596-4c58-a3bd-8dda37ce4204,bd270545-68cc-408e-ba90-39b1bc87bfd7,"In the text box below, please describe any strategies you used to try and beat your opponent.","Sometimes the opponent would do a series of the same card and then after 5 or so moves, they would switch. Other than that I didn't really have a strategy. "
dc785594-74b3-4501-bba2-af1e05aec243,d0ab12b4-1939-4fc0-a176-787afc5c1161,"In the text box below, please describe any strategies you used to try and beat your opponent.",Sometimes there were patterns my opponent used and it just took a couple off tries to figure it out.
bcb7bf37-7a9d-4b0d-be5c-b8380a9c7f20,caf6a993-fb79-4a63-a2e7-e8302a9951a1,"In the text box below, please describe any strategies you used to try and beat your opponent.",I didn't really use any strategy
1b97892b-0eb9-40bd-8a8d-45d3d67034d4,7ad7b833-8e94-424c-8ecf-f8deae1c5fdc,"In the text box below, please describe any strategies you used to try and beat your opponent.","Every time I would lose a round, I switched the pattern that I was previously following. There were three patterns: rotating from left to right, rotating from right to left, and only choosing the same card for multiple rounds."
e447b4a4-befa-4d24-af81-f329f2b23471,d89756da-e681-49e0-b873-fe425f1d4f1a,"In the text box below, please describe any strategies you used to try and beat your opponent.",i noticed using rock and paper would give me the most points so i kept on choosing those ones
d8768094-582b-4d54-8e7c-d8d97bcea893,86e52a74-d77d-41fb-972f-bd4391d94f9c,"In the text box below, please describe any strategies you used to try and beat your opponent.",I sometimes noticed the opponent was using the same one so I chose one that would beat it. Sometime I just went in pattern. 
7c6645e0-2713-48ff-9af0-f074360e0123,9c853430-5756-4ed9-b6ee-0cff463da6f0,"In the text box below, please describe any strategies you used to try and beat your opponent.","Didn't really; there seemed to be a pattern sometimes, so I would follow with that pattern until my winning streak ended."
9b29961e-d3b2-4d75-abd6-18abef7ec80d,152632a2-7866-4558-9a4c-584728c83be2,"In the text box below, please describe any strategies you used to try and beat your opponent.","I didn't use much strategies. But during the process, I found that if I keep clicking paper, I keep winning for about 20 games."
f7290e62-697c-46ec-b42d-51090ce3eed5,e19aac94-d16b-4afc-8878-b23efa456ed9,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to be as random as possible and I tried to recognize any patterns my opponent might be using
fcc1cce0-e209-4a78-9581-8bfb7bb53751,1321a253-08bd-49c4-993a-4dc8c27458a7,"In the text box below, please describe any strategies you used to try and beat your opponent.",I noticed the opponent used patterns sometimes so I tried to follow those when I could
95905cbf-54b8-4d20-8a01-a302698fe454,b9a5d4c3-4e36-46c5-86ee-eeabaf0d9e7d,"In the text box below, please describe any strategies you used to try and beat your opponent.",Try to attempt multiple same gestures and then suddenly switch to the other one
301e7b3e-77a6-4952-9252-14e7411eba4d,97ea617b-91c2-4517-9499-7e519505453b,"In the text box below, please describe any strategies you used to try and beat your opponent.","My general strategy was to pick randomly until I could recognize the pattern, and then I would stick with the moves to beat that pattern. Then, I'd repeat this every time the pattern changed."
ff64c8a4-babc-4874-a895-a21215c22b43,6f9ee46a-9eb3-4f6a-b975-c310abdc2993,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to use the same moves over and over again but then realized that it doesn't work so I tried to play attention to how the other player plays to see if there is a trend.
45aaa5c7-fa1e-4a73-95b8-16394110909c,22fa0835-c7ad-4dd3-aa90-8957399aed15,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to predict what my opponent would do based on their previous rounds.
"
14d9f1e5-73c2-4236-9e67-cb2b1a11152a,b8b3ee54-28b6-4bd2-9f5f-ed6927eaa891,"In the text box below, please describe any strategies you used to try and beat your opponent.",WATCH THE PATTERN AND BEAT IT WITH THE STRONGER HAND.
2f768929-5059-439c-9953-583eaa1098ac,3f32231d-68ca-4228-b9a2-648b12a91ac8,"In the text box below, please describe any strategies you used to try and beat your opponent.","Repetition of rock and scissors to either beat opponent or tie. Different patterns were visible, but also random. "
72a333f7-9f7f-4239-b3c2-8ff9af817bd4,f907da50-a6fb-43e0-bb7d-e3efd27c5abd,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to guess their pattern.
7af733f0-7253-4dc5-9cea-1e89f7dbc3a6,bc1edc0f-c547-4e88-9008-798fe1efb9cc,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried looking for patterns in my opponent's choices.
779afce5-e6a7-4918-a6d0-9ef3b9c5cc74,8ffa8d33-1a43-40eb-bad0-564dbd504377,"In the text box below, please describe any strategies you used to try and beat your opponent.","seeing repeated patterns
guessing opponent will change to the previous winner when losing"
1cdbdbd3-26f4-4a4e-9bc2-3dd77b0fdbe2,76088eb3-3116-4b4b-9447-4d6799be0e9c,"In the text box below, please describe any strategies you used to try and beat your opponent.","Realizing that they knew your patterns, so having to try to play against them determining my patterns. I sucked at it though."
8857ca23-a687-4cb7-b0f3-8d4a35a3dd53,a3fc854f-9f3c-4fe4-92df-966831fe5350,"In the text box below, please describe any strategies you used to try and beat your opponent.","I just considered for the patterns. It seemed that the opponent did not use ""papers"" a lot, while it used ""rocks"" and ""scissors"" many times. Therefore, I usually avoided using ""papers"", and sometimes avoided ""rocks"" in case the opponent used ""rocks"" and ""scissors""."
6bdc9905-1871-434a-a95d-b484fe08234e,88bb4f00-84fd-463a-a0fb-e34c087a59be,"In the text box below, please describe any strategies you used to try and beat your opponent.","I would look for some sort of pattern my opponent was doing, and I kept doing it until I lost. When I won, I maintained my strategy, whether it be spamming one move or choosing the moves on a specific cycle, until I lost. When I lost I usually chose the one my opponent beat me with to figure out a pattern I could abuse. I kept repeating this and I eventually got a massive point lead compared to the AI."
3ebac7b9-8956-4388-8db3-949ce80352c7,256de237-afa5-44e2-b40b-511cc249ef6e,"In the text box below, please describe any strategies you used to try and beat your opponent.",Reverse Thinking
01741312-da39-4f3d-be45-430fe8a82f27,c7ff9462-7106-4ec2-9710-5a66e21e58b2,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to think myself as my opponent. This way I can beat them according to what I predict they will give out.
b684bbe7-ba7c-41f8-8589-674c2979f0f6,1b1eb56d-7868-4179-9960-788bea1c3158,"In the text box below, please describe any strategies you used to try and beat your opponent.","After awhile, I learned that the computer would do paper dozens of times in a row when I used scissors on paper dozens of times in a row. There was also a pattern of scissors, rock, paper that I could play several times and win many times in a row."
311dca1d-78cf-4ac4-b18f-911d8b55c465,d2913965-d75c-4683-82bc-32998ffd3836,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to see if there was a pattern when he was playing and I thought I picked up on. it but I didn't.I was trying to pay attention to the what they were choosing after they wound loss 
9db6b28e-540a-4c69-b202-1a8c653b9644,6f6eaf0c-9c77-4dae-8810-500ef265db56,"In the text box below, please describe any strategies you used to try and beat your opponent.","There were times when I tried to predict what the opponent was going to choose based off of the preceding round, but later on in the experiment, when I had a large lead, I clicked more randomly."
6e95112d-c012-486a-ad9d-302c2a8c24c2,a6070a2e-5e3e-4782-8866-af5336250b21,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried going through the 3 in order opposite of the other opponent then tried to see what patterns they were following
34db0346-45b9-4e8a-824c-76e8730fac22,18e9db51-1ec9-49b0-9530-39342f7c0f3b,"In the text box below, please describe any strategies you used to try and beat your opponent.",I try to find the pattern of my opponent but I feel like the opponent is learning my strategy and use my strategy to beat me.
fae922d1-bd4b-45c0-83df-e92cd3db2168,83f785dd-126f-4ca2-8f7c-f22a48c0057b,"In the text box below, please describe any strategies you used to try and beat your opponent.",If they played the same thing a bunch of times I would just play that to beat them. It seemed to keep playing the something over and over at times so it wasn't too hard to predict.
0afeab26-bedd-4686-973e-4b3bd2cefb1c,1062c00b-a13b-44d5-a298-9bdfd02a8907,"In the text box below, please describe any strategies you used to try and beat your opponent.","Using the same option till I lost, then I switched to the one I would use to beat the one I lost on. I also did randomly, then I did rock, paper, scissors, and repeat "
5e4dc4e3-b2fe-4207-879f-a14bb597a3a7,ca6b7741-bcc5-4dba-9a8a-b9a1f6ee4115,"In the text box below, please describe any strategies you used to try and beat your opponent.",I found patterns to utilize until my opponent picked up and switched their pattern and then I once again tried to establish a pattern. 
7178afff-aaa6-48e2-9ad6-6b0bb94108b6,eeeecf46-bb88-4e3f-aea7-71bf4630c0b8,"In the text box below, please describe any strategies you used to try and beat your opponent.","i was going with paper for the start, tried to tricked the opponent to think that i generally go with papers. than I switched to rock. but he still wins. "
9d1b040d-ba40-4d74-afc0-f16cf85382f6,125f7384-48e9-453f-bc76-5179a864f4dd,"In the text box below, please describe any strategies you used to try and beat your opponent.",I did not beat my opponent. My wrist was tired after 300 rounds of clicking twice.
e6e34c91-95ac-4b31-aea1-f850b64c9b5f,d8019d31-9781-4313-a82e-527380ab5288,"In the text box below, please describe any strategies you used to try and beat your opponent.",None
7e9e96eb-1c1d-4562-9ed5-10420403c5ac,7e9e9ff5-33c1-45ec-a14e-e8e2d07f27f8,"In the text box below, please describe any strategies you used to try and beat your opponent.","When I realized there was a pattern, I would try to predict what the opponent would use, so I would choose the one that would beat that."
3fb312a1-8d40-4918-8908-e88326f1ce6e,3dba0214-f289-4beb-91d1-ce4ec9af49dd,"In the text box below, please describe any strategies you used to try and beat your opponent.","Every so often a pattern would appear, so I would pick the winning hand against the pattern and after a few wins I would try and guess what the computer the throw out to try and counter it."
55093b4d-227c-46f9-9deb-52cf70d8080d,f02d849b-731c-424f-8433-b50cd1faca57,"In the text box below, please describe any strategies you used to try and beat your opponent.",I felt that there were instances where my opponent had sets of repetitions. 
a0e44570-8d8d-4472-b087-5046773411fa,aac1775b-52b4-4639-bc1c-15a87817b64f,"In the text box below, please describe any strategies you used to try and beat your opponent.","Sometimes I would just randomly choose any option, but when I'd realize the opponent kept using a certain option, I would choose the option that would beat their decision."
1fa18ed8-1772-442c-832b-efbbe5c0609b,7da4f629-6bcf-441b-a65d-7200f857362e,"In the text box below, please describe any strategies you used to try and beat your opponent.",i tried to count majority of time my opponent would choose one item and match it and then tried to use the one that would beat it after a couple times
9c221914-6c87-42c9-949c-4cb1e3497e0e,7cfdbdb3-7b6d-4210-8cf1-5a49ffd9e2d9,"In the text box below, please describe any strategies you used to try and beat your opponent.",I focused on my opponents' moves and whether they were displaying a pattern such as choosing paper three times in a row and deciding what was more likely. I noticed at one point that I was losing and it felt as if the moves it was making were more calculated than I had originally assumed. I don't actually remember if I won or not. 
b1e019cf-1807-4970-904b-e89ac1fde10a,27ae40b6-ce5e-4621-99bc-d3207bc8cfda,"In the text box below, please describe any strategies you used to try and beat your opponent.",For most of the rounds I was able to try and think two steps ahead of what I thought my opponent's next move would be in response to what I had just played. For some of them I noticed that if we kept putting down the same card it was a safe bet to stick with that card or to try and mix it up a little by adding the card that would beat the card that we were both consistently putting down.
7833ab77-0d2c-4f01-8127-a84ff09daef2,00815ad0-27d4-4fec-a248-14165296dbbe,"In the text box below, please describe any strategies you used to try and beat your opponent.","there are a few things in life worse than playing 300 rounds of rock, paper, and scissors against a computer. i played ""paper"" every single time and won by a large margin."
8756ea61-8b94-45b9-a283-576fe29d7b0d,4f04c92b-e590-4c24-b3d5-d44e7b5ef76c,"In the text box below, please describe any strategies you used to try and beat your opponent.","did rock, paper, scissor in that order and kept winning. Then held out on 0 by pure luck"
d548842b-74f9-4d25-b6f8-5a80ba4de9b9,b0d91fb0-db56-4c73-b97f-e7c82947316e,"In the text box below, please describe any strategies you used to try and beat your opponent.",Made prediction on how the opponent might predict what I was going to do and then tried to train the opponent to adopt my strategy I used in the first half of the test (made them feel they caught me) and then used another strategy to get few more points over them and keep that difference. 
eb981027-ebd5-4a65-96e6-92d495f3a8db,21a2ab99-e02e-4089-b68f-e5e348669204,"In the text box below, please describe any strategies you used to try and beat your opponent.",I was trying to look for a pattern to see if this person was using any patterns 
c169a038-ca59-4ede-801f-476ec48cba2f,c3382f8f-b653-47fc-a5a4-5c2e0fb0a89b,"In the text box below, please describe any strategies you used to try and beat your opponent.",I watched the patterns they used in previous turns and predicted what they would do in the future.
b608bd9d-6881-40fa-87c4-b347a24a32eb,f3ae6d34-77f7-468c-9ab3-7ec94bf24a60,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to guess what their next move would be so I tried to pick a card that would perhaps beat their next move
e691decc-0fdb-473d-81a4-00744b4b049a,c9803f83-c472-4df7-b408-34e0335a6441,"In the text box below, please describe any strategies you used to try and beat your opponent.",random select whatever pop up in my mind
d43fbb13-2480-4e0e-b96e-4cb73b8523df,9b94a2d7-9e4c-446e-a3e6-8e293bc88a6b,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to analyze patterns and play two steps ahead.
e2c11094-08b1-4a2a-b398-a014308e0f9b,fd0180a0-3b74-44c6-9c70-989b1bbdf260,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried seeing if there was a pattern being used or if the opponent was choosing scissors for a while I would keep choosing rock. For a while it seemed like let's say I chose rock and the CPU chose scissors and I won. In the next round I would choose paper since the CPU would guess that I would choose scissors since it is not very likely to choose the same one twice in a row and win. I would actually choose paper as it is likely the CPU would choose rock in an effort to beat me when I was supposed to have scissors if that makes sense, it is kind of a weird way of thinking and kind of hard to explain, but it actually worked for quite a few rounds. "
d63a8322-8e64-4392-96d8-f8908e18a394,42c13814-5c14-453c-a30d-42f1869f08a9,"In the text box below, please describe any strategies you used to try and beat your opponent.","I didn't use any particular strategies, I just tried to click randomly"
2c49fa91-4f36-44f7-8a17-11fd8fb640c1,48b02244-88c1-4adb-9f68-a9e7c7f489e6,"In the text box below, please describe any strategies you used to try and beat your opponent.","I had the same shape for two rounds and changed in the third round sometimes, but mostly I chose randomly. But when I noticed my opponent continued to have the same shape, I continued to use the opposite one to beat it. Once it changed to the other, I returned to choose randomly."
5a3a0315-9259-41d0-8ec0-a8188333609a,7fb19841-4594-46eb-b45f-bf5ba915f32d,"In the text box below, please describe any strategies you used to try and beat your opponent.","I would usually try to assume that the opponent thinks I'll do a repeat and beat what would beat my previous throw (ex I just threw rock so maybe I'll throw scissors to foil paper in case they think I throw rock again). There were multiple instances where I just repeated what I threw, to see if the opponent would continue playing the same throw and losing (ex me throwing scissors repeatedly vs their paper)."
a6440e3c-0903-4140-a058-af52d8587d00,cd9f99bd-d8ef-49e2-83c8-876de813f120,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to follow their patterns best I could.
e8a69094-0bc2-4aef-b287-cd72f0a7632d,2ab44e4a-7e7b-4eb0-92c4-4a690794e681,"In the text box below, please describe any strategies you used to try and beat your opponent.",sometimes i could notice some patterns and would guess what they were going to choose
8c5dbc44-8c5f-4c72-be08-7550752b3262,71bc354f-5fa6-4893-9832-5305012cb3b6,"In the text box below, please describe any strategies you used to try and beat your opponent.",I often change a choice when I see that my current choice loses points. But sometimes I just stick to one of them or casually jump among them.
6fd593a8-b9c0-4803-98cf-e84baeccc566,d6c2916a-3ad3-43f3-b9c4-57eecc03158e,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to do patterns as well as do the opposite of what the opponent chose for the next round
"
