game_id,player_id,free_resp_prompt,free_resp_answer
b26e23ef-d18a-470f-bf55-6542cd589ac0,13a0bb1e-fc8a-4d71-aa9f-50f4edae9d29,"In the text box below, please describe any strategies you used to try and beat your opponent.",I would pick the same card a few times in a row to have my opponent not know what my next move would be. I also would choose the card that my opponent just chose.
f83edd0f-9704-4725-840d-b5a9b4f454b3,1f59d159-b1ef-4ba1-98cc-8cab0bd7b702,"In the text box below, please describe any strategies you used to try and beat your opponent.",i would click the same choice to see if they would start a pattern and then after a few rounds of the same play i would change it to see how they would respond to the next round
6e572024-3fdf-461f-9f22-affa2ddc2c95,b97dc87f-b6b9-40c0-8b45-568b017a0bab,"In the text box below, please describe any strategies you used to try and beat your opponent.","I anticipated that my opponent would attempt to counter my act. So I picked the one that counters what he would have picked. For example, if I picked scissor in one round, I thought that mu opponent would pick stone in the next round to counter me, so I picked paper in order to win."
654c1225-ea15-4ef5-bdef-9279b8c6d523,644aaf27-ae88-4631-b91a-ae678b977a02,"In the text box below, please describe any strategies you used to try and beat your opponent.","Very interesting, sometimes it was really interesting to play with, infuriating when you are on a losing streak and a few moments where I had to guess what the opponent was going to put down.
If the person lost with scissors and I used rock, they would tend to play the third choice ""paper"". But when they win for example with scissor, they tend to use the same move."
f83edd0f-9704-4725-840d-b5a9b4f454b3,d40a19c9-3c2c-4c64-ad92-a646a285f8f2,"In the text box below, please describe any strategies you used to try and beat your opponent.","-Stuck with a single option for 4-5 hands at times while at other times change the option every single hand
-stick with a choice until I won a round
"
f5c63b82-5906-42b4-b0eb-a6a6e2c286a2,f6bd6361-33aa-4ba9-a610-07bb4d68e3ef,"In the text box below, please describe any strategies you used to try and beat your opponent.","At first, I was mindlessly guessing as if I was playing just for fun in real life. Then I remembered that the instructions said it was a memory test, so I tried memorizing the opponent's moves and then guessing to find the pattern. However, once the pattern was different for more than 10 moves successively, I just went with my gut. Halfway through, I started to try and just match the moves to get 0 points unless I thought I for sure knew my opponent's next move, then I would try and win."
b8edc549-6f23-4a3a-9d12-4d237a93893e,d3bcab1c-4581-4ba9-beb8-7093fffe609b,"In the text box below, please describe any strategies you used to try and beat your opponent.","At times, I tried to think about what move they would make next. I noticed they followed a pattern at times so I would try to beat them based on that pattern."
6efc2377-be23-4135-a54e-fa82e7a25128,d92dc120-d3d6-47ae-87d4-cea9293688d0,"In the text box below, please describe any strategies you used to try and beat your opponent.","I realized there was a pattern to my opponent's playing style. Also I noticed that when I chose either rock, paper, or scissors, copying their choice in the previous round, there was a higher chance of me winning the following round. I also would also try to get more ties, in which I don't lose any points and my opponent wouldn't gain. I played the ""safe"" game rather than trying to win each round."
b5cce1bc-9612-4e6c-8c48-df89d2f3389c,123d7b50-3b49-4d21-a9db-3a91e3da771c,"In the text box below, please describe any strategies you used to try and beat your opponent.","When I knew that my opponent lost, I would assume that they would try to choose the same option as before because they thought I would think they were going to choose a different option than before."
9eaa1b2a-a098-4551-af7f-d38b8a99ef9d,5f2f336d-3490-4d51-becd-7770f902628e,"In the text box below, please describe any strategies you used to try and beat your opponent.",I did not use any strategies. I just clicked random options without thought.
3a880f23-6877-43ca-ada5-a4e314f41a29,851178d2-e208-4edf-8e5f-1141fda3adbb,"In the text box below, please describe any strategies you used to try and beat your opponent.",By observing their pattern and by luck.
3263e845-4135-4112-a68c-6a731963d9cf,2a36502c-c989-4f3f-a0d8-cdc28237b640,"In the text box below, please describe any strategies you used to try and beat your opponent.",I would choose the last thing that they had played. I also tried to establish a pattern to my answers and then choose the choice that would beat what they were playing.
b26e23ef-d18a-470f-bf55-6542cd589ac0,b4424058-af17-4624-b12d-0d4c75530370,"In the text box below, please describe any strategies you used to try and beat your opponent.","I heard once that one strategy to win Rock, Paper, Scissors was to play the item that your opponent's previous item would beat, so I tried it and it seemed to work quite well for me in this game."
ef8a8513-5542-4c94-bfc4-fecbfb74d540,33261505-3a41-47b5-b3db-83cb6aeb1a9f,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried memorizing the patterns that it was playing but I don't have the best memory. Towards the end i just picked random patterns.
8c59973c-5847-470a-bee0-7c1bd99ebd11,95b8d465-a26b-4f3d-90e6-c36aedafde1b,"In the text box below, please describe any strategies you used to try and beat your opponent.","I would see how often they played the same card, and what card they played after they would play a certain card"
b3ab2dd6-f1b5-4539-8ae2-503b7721b7e6,f84739f2-c24b-414e-8a9b-caf1a72b5205,"In the text box below, please describe any strategies you used to try and beat your opponent.","I basically analyzed what my ""opponent"" would think I would do next and use that against them. For example, if they had beat me with scissors against paper, I would assume they would think that I would be using a rock against their scissors on the next round, making them use paper against me. Instead, I would use scissors to beat their paper. I tried to think like another person would think and try to play around that. I also noticed there were some sequences on their choices, with some variations, of course. They would often go from scissors, to paper and from paper to rock, repeating scissors, paper or rock if that had been successful in the previous round, so it would tend to go: Scissors, scissors, paper, rock, rock, rock. Scissors, paper, paper, paper, rock, rock. This is just an example and not a real sequence but it explains what I noticed."
f03de51b-ea68-4e91-8a76-d4cd8f6d656e,ba1419e9-afd9-474b-ba85-ce5835eb0b1b,"In the text box below, please describe any strategies you used to try and beat your opponent.","When i was winning, i use the opposite move that i used in the last game. And when i was losing, i used the same move to try to catch my opponent pattern"
2fab6d58-8842-4862-96db-451b64b23979,17cc5fc2-cc6e-4373-9fd6-e936cca588ca,"In the text box below, please describe any strategies you used to try and beat your opponent.",Sometimes they tried to use the same weapon to make me believe that they were gonna change at some point so I took advantage of that by also repeatedly using the same weapon that beat the weapon they used. Overall I tried to predict what they were going to choose next.
8074557f-1499-4cd2-a6be-3a43d2008090,d7771293-ef0e-460f-92ef-0c391a6d160f,"In the text box below, please describe any strategies you used to try and beat your opponent.","Sometimes I clicked randomly. Other times I tried to repeat my choice for several consecutive turns, then switching to what would beat that choice (ie choosing scissors for several turns then switching to rock). I also tried to figure out if the opponent was using a pattern in their choices."
396b9940-294b-4269-9e82-725a023d5a72,08a117b3-aeab-47fe-81ea-9db6947bd165,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to repeat the pattern of each icons to see it works. Then I tried to random select the icon as my strategies.
0dafca5d-8b3b-4715-a3d9-dac771104d80,261a5483-3958-4734-864c-36825e941132,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to follow the computers moves, first I clicked on the same thing twice and then when I saw3 that the computer was doing something, I did the opposite moves. However, it was hard to follow this pattern because the computer was probably following different strategies after certain number of moves."
2fa0db25-12b6-4b92-956f-816fb7f42326,46a27075-c2ad-4f66-a35c-e4ad24b6d2f4,"In the text box below, please describe any strategies you used to try and beat your opponent.",mostly guesses
1319391d-063a-4e04-b01e-d3cf0fd106a1,60b162fa-1564-4466-8b3d-d9b4f4f93766,"In the text box below, please describe any strategies you used to try and beat your opponent.",i tried to read the opponent's pattern and tried to beat him/her by givng away the counter strategy.
f70b64da-f16f-4ec2-b0e3-2daf82673d96,32da4b48-c95c-4914-b48d-69133c803d5b,"In the text box below, please describe any strategies you used to try and beat your opponent.","1. Patterns - lull them into doing 2-2-2 and then around 2/3 of the time i win or 0 pts, then guranteed win on the 7th cause I do something out of order
2. If I notice them doing something or me winning with a certain card I predict the prediction. I.e winning with scissors, they might try doing rock but then I switch to paper. It's really easy to bait wins that way when they think I'mma spam scissors for a 3rd or 4th time."
f5c63b82-5906-42b4-b0eb-a6a6e2c286a2,512e423e-16f2-4a11-b0ea-0d1795f89fa8,"In the text box below, please describe any strategies you used to try and beat your opponent.",I would try to pick a different option than the one they just used but mostly it was guesswork.
a1de1f4d-c62d-4427-a8c6-be100baca38d,c716da12-3df9-4442-a68e-80563b9e8175,"In the text box below, please describe any strategies you used to try and beat your opponent.",thinking and guessing two moves ahead based on their previous move
ae3e67df-db26-4a00-b6e4-4a5b18870ea0,64608551-6a1a-4bab-8bb2-4ebb8b149649,"In the text box below, please describe any strategies you used to try and beat your opponent.","If I won one round with Paper, I would then choose Rock and then Scissors and any similar cycle, as I think they would expect me to repeat the same winning move."
bab2ab4e-6100-4605-8380-9e227b10a236,0cd9d442-3cd5-48f5-bc8a-0432ec1696a5,"In the text box below, please describe any strategies you used to try and beat your opponent.",I just chose either rock or paper or scissors randomly.
a37428a5-162a-48a4-92dc-3b5e99f1fc1b,125cd7c2-92f7-479f-886d-41907e3d2df4,"In the text box below, please describe any strategies you used to try and beat your opponent.","I did not really have too much of a strategy. I sort of guessed for most part of the game. But at some times I did see almost a pattern depending on what the opponent previously guessed - or at least I thought I did. So if they used ""rock"" I would do ""scissors"" because maybe they think I am going to pick ""paper"" if they use ""rock"" again. The scissors would be least expected. "
45de3414-1372-4b1e-bc4f-9b102367e070,c595631a-7c99-4599-a6bb-e7ec8d6354b0,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to beat my opponent by keeping my choices pretty random. This way they couldn't try to guess what I would choose next.
3617303c-61cf-4392-a1ba-a5acab401e33,66e4f810-b86f-40a7-9e4a-2c6d4c9131e2,"In the text box below, please describe any strategies you used to try and beat your opponent.",Waiting till the end to try and catch up but that didn't really work well. Also I would try to observe their patterns and way of responding and try to predict their moves beforehand.
edf469cb-7a50-449a-8bf8-308e9c5c3d86,1d34f1a9-fcc3-42e5-93f0-d22d8f8e3aa3,"In the text box below, please describe any strategies you used to try and beat your opponent.","To try and beat my opponent, I tried to pay close attention to the moves that they were making. From there, I would try to guess which move my opponent would make next and try to pick the hand that would be the best in order to win the round. "
d4db449d-9c00-465f-aea4-f4393b042f5e,b5c00ab2-07fa-4a11-bbba-29f73c377b11,"In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed there were patterns, where the player would either follow the order of Rock, Paper, Scissors. Or where the player would use the previous one I had used. There was an episode where I kept on loosing for like 50 games. "
f45b5146-aeb4-4c7a-bc80-77a2fc3335a1,c566e37f-ee45-4ff2-b183-b43e7d5b551b,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to expect what my opponents would give to win
3617303c-61cf-4392-a1ba-a5acab401e33,5630ffae-3e99-4d0e-911e-1777b6fb5893,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to play the move that I would have lost to that I played on the previous round, because the other opponent might have wanted to beat my move that I just played on the next round, which would mean I win."
a9fd6d63-7e0f-422a-a12f-8ea17a4894f2,3fa8c60c-68e2-4f2c-aa94-fc5f810da186,"In the text box below, please describe any strategies you used to try and beat your opponent.","I would repeat one of the options that just made me lose, or try to see a pattern in what they were choosing. I think most of the time, I tried to anticipate what they expected me to throw and then chose the card that would win their card."
a37428a5-162a-48a4-92dc-3b5e99f1fc1b,256b922f-5603-41ed-9b25-1ea9463d62d2,"In the text box below, please describe any strategies you used to try and beat your opponent.",The strategy I used was random selection. I did not want to overthink so I just randomly selected because the probability of me winning was somewhat high considering there were only three options to choose from. 
8c59973c-5847-470a-bee0-7c1bd99ebd11,8486fa55-d00e-43bb-913d-52df56f3e7b6,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to memorize their previous moves and see if there was a pattern
4484e9a0-fd9b-487c-ae9f-c82536809000,72a32763-50f0-4183-9be4-ba4aa1c39c3b,"In the text box below, please describe any strategies you used to try and beat your opponent.",I thought about what I would do if I saw the choice I was making and tried to follow any patterns the other player set up. 
8ce3e92e-9053-4a56-a69a-e7039f5d5671,4f332864-c5dd-4297-9d35-8972c4e85fda,"In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed that after using all three options, my opponent would continuously use scissors a few more times. That's how I knew when to choose rock. I would also think about how I was choosing my options and making a prediction on my opponent's moves in their eyes after seeing my choices."
03d3902a-3073-488a-b96f-b846d7a6f2ec,f8746697-7a5f-45fe-b90f-d20cca69edf4,"In the text box below, please describe any strategies you used to try and beat your opponent.","random selection, I couldn't figure out if I was against myself or a game AI or an actual person so I decided that the best choice was to just pick whichever I pleased, trying to ignore any possible patterns. I switched up how I picked rock, paper, or scissor when I felt I was on a losing streak."
bff34379-3a74-4691-be8c-17d5fb7c1773,4f43af8b-fdcf-4954-8892-54c8fd0112b4,"In the text box below, please describe any strategies you used to try and beat your opponent.","I think Rock, Paper, Scissors is somewhat similar to gambling, so I didn't try to hard to figure out a strategy. However, I do tend to change to a new move after using it more than twice. It's hard to predict what the other player does"
4614988e-e797-4618-a9b3-d76c647e14ab,dee180bf-a745-4f12-95e6-339b271952c3,"In the text box below, please describe any strategies you used to try and beat your opponent.","At certain points during the game, there were patterns. For example, they would choose the same object for a few rounds then switched. Some rounds were random, but the majority were repeating objects.
"
0c38a6ee-ed33-443c-b240-bef3802676ad,b267d608-4f09-4359-87a2-531b1256f6a8,"In the text box below, please describe any strategies you used to try and beat your opponent.","I would pay attention to what they put and what I would, and I would basically play my own mind game. If they put rock and I put paper, most likely I would think to put scissors and they would suppose that and put rock so instead I put paper."
7787a34a-30e4-46d3-9cc5-0f3c22f04599,7b085441-4477-4600-9e61-69b4c9a21ab0,"In the text box below, please describe any strategies you used to try and beat your opponent.","At first, I put all my money on rock. That worked out 1/3 of the time. Then I alternated between my gut feeling or by choosing the last move my opponent took (e.g. round 3 opponent chose rock; round 4 I chose rock). That also worked 1/3 of the time."
bff34379-3a74-4691-be8c-17d5fb7c1773,b66efa77-540d-494a-a375-9209dcbbb048,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to anticipate the move opponent would make especially if there was a pattern that seemed to emerge (picking the same cards 2-3 times in a row)
9eaa1b2a-a098-4551-af7f-d38b8a99ef9d,8b169d26-7648-4b08-93d4-353d40e4912c,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to think ahead of what move they would make. But we both caught on after that I thought backwards of what they wouldnt do.
6e572024-3fdf-461f-9f22-affa2ddc2c95,a02cd20d-a0a2-4315-884b-e5f241bcbeb7,"In the text box below, please describe any strategies you used to try and beat your opponent.",tried to predct their moves by readin gtheir patterns of following any order. mostly though there was no strategy
03d3902a-3073-488a-b96f-b846d7a6f2ec,c038bf29-3276-4561-be01-b24b06499bb0,"In the text box below, please describe any strategies you used to try and beat your opponent.","If my opponent chose a lot of the same one in a row, I would keep choosing the one that would beat that one. I also tried to choose a lot in a row and then after a few rounds, choose a different one to trick them. Most of the time I just chose randomly though."
3bae28c6-f499-4b70-aa9b-1b39ecff6e39,f3bab366-a0a7-4dc8-b79f-13cca016bb1a,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to look for patterns. If my opponent chose scissors to beat my paper, then they are likely to choose scissors again to beat my paper. Therefore, the next time I will not choose paper, I will choose rock to beat the scissors."
a9fd6d63-7e0f-422a-a12f-8ea17a4894f2,701ae276-c8be-4752-aad5-429e614df949,"In the text box below, please describe any strategies you used to try and beat your opponent.","I know about how people tend to subconsciously choose whatever will beat the opponent's last move, so in reverse I tried to choose whatever would have lost to the opponent's last move. However, that didn't really work, so I just started clicking things at random and hoping for the best. When that didn't work either, I stopped looking at the opponent's side and just clicked whatever I felt like pressing at random. That also did not work. I lost by a landslide, and it was a little embarrassing. "
654c1225-ea15-4ef5-bdef-9279b8c6d523,f464b7c4-620a-40d5-8709-026c22da5c23,"In the text box below, please describe any strategies you used to try and beat your opponent.","Tried to observe patterns and stay one step ahead of the opponent, but also tried to notice any changes in patterns and change my strategy based on that."
dceaead9-cdf4-4c3b-9023-13f53f7d065b,40ee1e6c-e20d-4aa1-9471-7df40d84f2ef,"In the text box below, please describe any strategies you used to try and beat your opponent.","At first I would try to use logic, but then it would take too long. Then I started to become irritated with how many rounds were left so I began just clicking whatever. Then, I found out that going in a specific order allowed me to win much more efficiently. So then I stuck with that and switched up the pattern when I think they caught on. "
f5b9193b-e985-4d37-bf5a-ae9a82499671,99530de6-f84f-4273-8aa0-818115149f3f,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to think about what they were going to do based off of patterns that I put, and then I would switch up my pattern in order to beat them. I also tried to look at patterns that they were doing and followed them in order to win the rounds."
6f820546-bfa6-4365-973f-ece56a7631ee,448ca581-33e5-41ba-952b-543b6c47e873,"In the text box below, please describe any strategies you used to try and beat your opponent.","If the opponent kept clicking the same option, I would chose the one to beat them in the next round. Other than that, I was just randomly clicking the three different options. "
0cea1687-3a04-43a7-b6b1-7f12f84db3a2,4ff855b2-b4fc-4ea1-8f87-61d8c450e143,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to figure out if there is any pattern used by the other participant such as rock, paper and then scissors. And I will use the opposite pattern to beat him. "
f03de51b-ea68-4e91-8a76-d4cd8f6d656e,997bc93b-803e-400c-8936-8173c3504fd4,"In the text box below, please describe any strategies you used to try and beat your opponent.","I would pick the same option a couple times to see how the computer would respond. 
I would try to avoid picking the option that would've beat the opponent the round before."
65abbfab-0397-44e0-9820-53c237335d9f,f4d08f89-279c-43f5-b906-c3b23bbd53ce,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to predict what they would choose next, then choose the one that would beat what they would pick. I predicted what they would pick by thinking of which one they would have picked that would have made them win in the round that had just occurred. "
23460664-eee3-45dd-997c-49595d3aeb2e,0333c73a-6d1f-4cc9-afde-d0d833bc47f8,"In the text box below, please describe any strategies you used to try and beat your opponent.","I was trying to make a guess as to what their next choice would be based off how many other times they had used the other choices in the recent rounds. Also I would choose one choice several times to try and trick them into thinking I would choose it again, but I think they also did this to me. Sometimes i felt my prediction of their next choice was spot on, other times i felt as if they had predicted my own prediction."
bab2ab4e-6100-4605-8380-9e227b10a236,e5e382fe-83d9-442d-bcb0-a83b1efb871f,"In the text box below, please describe any strategies you used to try and beat your opponent.","If I beat the opponent, for example, my paper beats the opponent's rock, my next move would be what beats paper: scissor. If the opponent's paper beats my rock, my next move would be the same: rock. "
ef8a8513-5542-4c94-bfc4-fecbfb74d540,4df9aef5-2ea7-46b0-ace9-5d19c4532c03,"In the text box below, please describe any strategies you used to try and beat your opponent.",I'd try to count 2 moves ahead but my opponent would do the same so I'd count 3 or 4 more ahead.
f70b64da-f16f-4ec2-b0e3-2daf82673d96,515e2d6c-5406-4c27-bca7-eaab5ed51ccb,"In the text box below, please describe any strategies you used to try and beat your opponent.","I lost a couple of rounds to see what my opponent was doing, there was sometimes a pattern in which it presented the rock, paper, and scissors."
8ce3e92e-9053-4a56-a69a-e7039f5d5671,608fc961-ad0c-4ed0-bac4-cc9228b22300,"In the text box below, please describe any strategies you used to try and beat your opponent.","If it was a tie, I chose the same choice again because the opponent tended to choose a different choice, and usually I could win. I tried to notice some patterns of the opponent's plays and some occurred multiple times, so I remembered and played so that I could win against that. "
45de3414-1372-4b1e-bc4f-9b102367e070,ac8ec522-7345-4d1d-9606-6bc408ff6a0a,"In the text box below, please describe any strategies you used to try and beat your opponent.","I just follow the order that opponent showed in the beginning, even it seems random."
1d738b11-5151-4ebe-beb1-c6f435b7483c,4021ea14-ac33-467f-824d-a6e4679d7c39,"In the text box below, please describe any strategies you used to try and beat your opponent.",This is primarily a game of luck so I tried to be random with my choices.
138c2f27-3a67-4b44-9ebe-1418559ffdcc,c765d162-3424-4ccb-9b8d-dbadf8899fd5,"In the text box below, please describe any strategies you used to try and beat your opponent.","I just randomly chose at the beginning, but like after 200 games I can see the opponent strategy that the guy never repeat the same thing. For example, if he used rock then the next will be either scissors or paper most likely. So I chose scissors in order to either win or draw. I was losing until like 200 games but after that I won most of them."
0dafca5d-8b3b-4715-a3d9-dac771104d80,d46e53ec-2b5a-4341-ab27-4cb38d985816,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to guess what they would try next based on the latest agreement. So if if we both put paper i would assume they would bring out scissors next, and so i would use a rock. "
396b9940-294b-4269-9e82-725a023d5a72,fc1b5003-3da4-4255-b463-622d52ae8508,"In the text box below, please describe any strategies you used to try and beat your opponent.",I used previous wins to try to pattern match and see what they would do for the next move. I would change it up sometimes and it eventually worked out.
b00677cd-99b9-41b6-a337-523f0a6427c8,cf1118e0-978c-4056-9b08-8d36549618fc,"In the text box below, please describe any strategies you used to try and beat your opponent.",I just expected opponent's reaction all the time 
